file_id,data_path,src_data_path,data_set,parent_dir,start,stop
D_F01S06_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S06_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S06.SRC,Supp-23,D,16000.0,47648.0
D_F01S06_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S06_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S06.SRC,Supp-23,D,16000.0,50496.0
D_M01S02_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S02_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S02.SRC,Supp-23,D,16000.0,51744.0
D_M01S02_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S02_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S02.SRC,Supp-23,D,16000.0,49120.0
D_F01S05_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S05_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S05.SRC,Supp-23,D,16000.0,49184.0
D_F01S05_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S05_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S05.SRC,Supp-23,D,16000.0,34624.0
D_F01S05_2,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S05_2.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S05.SRC,Supp-23,D,16000.0,38656.0
D_F01S02_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S02_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S02.SRC,Supp-23,D,16000.0,46400.0
D_F01S02_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S02_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S02.SRC,Supp-23,D,16000.0,64736.0
D_F02S07_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S07_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S07.SRC,Supp-23,D,16000.0,59008.0
D_F02S07_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S07_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S07.SRC,Supp-23,D,16000.0,65056.0
D_M01S06_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S06_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S06.SRC,Supp-23,D,16000.0,46304.0
D_M01S06_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S06_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S06.SRC,Supp-23,D,16000.0,50080.0
D_F02S03_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S03_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S03.SRC,Supp-23,D,16000.0,45408.0
D_F02S03_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S03_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S03.SRC,Supp-23,D,16000.0,62784.0
D_M02S01_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S01_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S01.SRC,Supp-23,D,16000.0,51616.0
D_M02S01_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S01_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S01.SRC,Supp-23,D,16000.0,39200.0
D_M02S01_2,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S01_2.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S01.SRC,Supp-23,D,16000.0,43424.0
D_F01S03_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S03_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S03.SRC,Supp-23,D,16000.0,52704.0
D_F01S03_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S03_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S03.SRC,Supp-23,D,16000.0,56704.0
D_M01S03_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S03_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S03.SRC,Supp-23,D,16000.0,46752.0
D_M01S03_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S03_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S03.SRC,Supp-23,D,16000.0,52992.0
D_M02S06_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S06_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S06.SRC,Supp-23,D,16000.0,49728.0
D_M02S06_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S06_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S06.SRC,Supp-23,D,16000.0,63296.0
D_F01S04_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S04_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S04.SRC,Supp-23,D,16000.0,75008.0
D_F01S04_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S04_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S04.SRC,Supp-23,D,16000.0,35520.0
D_M02S05_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S05_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S05.SRC,Supp-23,D,16000.0,46688.0
D_M02S05_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S05_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S05.SRC,Supp-23,D,16000.0,53248.0
D_M02S03_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S03_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S03.SRC,Supp-23,D,16000.0,76192.0
D_M02S03_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S03_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S03.SRC,Supp-23,D,16000.0,40576.0
D_F02S01_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S01_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S01.SRC,Supp-23,D,16000.0,43040.0
D_F02S01_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S01_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S01.SRC,Supp-23,D,16000.0,48128.0
D_F01S07_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S07_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S07.SRC,Supp-23,D,16000.0,49312.0
D_F01S07_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S07_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F01S07.SRC,Supp-23,D,16000.0,55200.0
D_F02S05_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S05_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S05.SRC,Supp-23,D,16000.0,55296.0
D_F02S05_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S05_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S05.SRC,Supp-23,D,16000.0,64416.0
D_F02S06_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S06_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S06.SRC,Supp-23,D,16000.0,50272.0
D_F02S06_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S06_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_F02S06.SRC,Supp-23,D,16000.0,64320.0
D_M02S02_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S02_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S02.SRC,Supp-23,D,16000.0,51776.0
D_M02S02_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S02_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S02.SRC,Supp-23,D,16000.0,62240.0
D_M01S04_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S04_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S04.SRC,Supp-23,D,16000.0,44928.0
D_M01S04_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S04_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S04.SRC,Supp-23,D,16000.0,47840.0
D_M01S01_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S01_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S01.SRC,Supp-23,D,16000.0,52224.0
D_M01S01_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S01_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M01S01.SRC,Supp-23,D,16000.0,52864.0
D_M02S04_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S04_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S04.SRC,Supp-23,D,16000.0,54848.0
D_M02S04_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S04_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S04.SRC,Supp-23,D,16000.0,27712.0
D_M02S04_2,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S04_2.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/D/D_M02S04.SRC,Supp-23,D,16000.0,33664.0
E_F01S03_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S03_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S03.SRC,Supp-23,E,16000.0,46176.0
E_F01S03_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S03_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S03.SRC,Supp-23,E,16000.0,76224.0
E_M01S02_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M01S02_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M01S02.SRC,Supp-23,E,16000.0,66880.0
E_M01S02_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M01S02_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M01S02.SRC,Supp-23,E,16000.0,40928.0
E_F01S04_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S04_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S04.SRC,Supp-23,E,16000.0,77888.0
E_F01S04_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S04_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S04.SRC,Supp-23,E,16000.0,38144.0
E_F02S04_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S04_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S04.SRC,Supp-23,E,16000.0,41600.0
E_F02S04_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S04_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S04.SRC,Supp-23,E,16000.0,78304.0
E_F02S02_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S02_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S02.SRC,Supp-23,E,16000.0,75392.0
E_F02S02_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S02_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S02.SRC,Supp-23,E,16000.0,38752.0
E_F01S02_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S02_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S02.SRC,Supp-23,E,16000.0,74560.0
E_F01S02_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S02_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S02.SRC,Supp-23,E,16000.0,35136.0
E_F02S06_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S06_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S06.SRC,Supp-23,E,16000.0,48384.0
E_F02S06_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S06_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S06.SRC,Supp-23,E,16000.0,65600.0
E_F02S01_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S01_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S01.SRC,Supp-23,E,16000.0,50464.0
E_F02S01_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S01_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S01.SRC,Supp-23,E,16000.0,36768.0
E_F02S01_2,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S01_2.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S01.SRC,Supp-23,E,16000.0,32576.0
E_M02S04_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S04_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S04.SRC,Supp-23,E,16000.0,67584.0
E_M02S04_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S04_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S04.SRC,Supp-23,E,16000.0,44512.0
E_M02S06_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S06_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S06.SRC,Supp-23,E,16000.0,59552.0
E_M02S06_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S06_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S06.SRC,Supp-23,E,16000.0,48928.0
E_F02S07_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S07_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S07.SRC,Supp-23,E,16000.0,65984.0
E_F02S07_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S07_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F02S07.SRC,Supp-23,E,16000.0,49760.0
E_F01S07_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S07_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S07.SRC,Supp-23,E,16000.0,60704.0
E_F01S07_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S07_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_F01S07.SRC,Supp-23,E,16000.0,53728.0
E_M02S03_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S03_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S03.SRC,Supp-23,E,16000.0,72448.0
E_M02S03_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S03_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S03.SRC,Supp-23,E,16000.0,36160.0
E_M02S05_0,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S05_0.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S05.SRC,Supp-23,E,16000.0,42720.0
E_M02S05_1,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S05_1.wav,/home/richard/sambashare/media/ITU-T_test/P_Suppl_23_DB/Disk2/EXP2/ORIGINAL/E/E_M02S05.SRC,Supp-23,E,16000.0,60832.0
